Function ID	Function Name	Soil microbial communitie 3300051019	Soil microbial communitie 3300051162	Soil microbial communitie 3300051161	Soil microbial communitie 3300051208	Soil microbial communitie 3300051207	Soil microbial communitie 3300051206	Soil microbial communitie 3300052722	Soil microbial communitie 3300052920	Soil microbial communitie 3300052919	Soil microbial communitie 3300056874	Soil microbial communitie 3300056859	Soil microbial communitie 3300056873	Soil microbial communitie 3300056968	Soil microbial communitie 3300056860	Soil microbial communitie 3300056967	Soil microbial communitie 3300060290	Soil microbial communitie 3300056875	Soil microbial communitie 3300056969	Soil microbial communitie 3300056594	Soil microbial communitie 3300056862	Soil microbial communitie 3300056861	Soil microbial communitie 3300056611	Soil microbial communitie 3300056619	Soil microbial communitie 3300056620	Soil microbial communitie 3300056618	Soil microbial communitie 3300056612	Soil microbial communitie 3300056595	Soil microbial communitie 3300060274	Soil microbial communitie 3300061209	Soil microbial communitie 3300061208	Soil microbial communitie 3300060272	Soil microbial communitie 3300060271	Soil microbial communitie 3300060275	Soil microbial communitie 3300060276	Soil microbial communitie 3300061215	Soil microbial communitie 3300061210	
KO:K18882	DNA primase large subunit	2840	1452	1154	577	474	279	1518	1634	506	1913	495	604	1540	426	448	994	816	285	1698	1239	436	3217	1807	885	3145	642	379	373	1823	611	810	825	1078	1130	1562	417	
KO:K18887	ATP-binding cassette, subfamily B, multidrug efflux pump	9665	7305	5058	2866	3068	3538	7130	6765	3065	9490	2066	3499	8187	3057	3608	3958	3287	2740	7143	5281	2094	4940	5637	2207	6633	3532	2615	2195	9532	4983	3006	2800	4890	5157	7621	3122	
KO:K18888	ATP-binding cassette, subfamily B, multidrug efflux pump	10041	7258	4870	3137	3515	3897	6531	6749	3136	9113	2257	3612	8155	3193	3788	3753	3542	2933	6990	5362	2351	4876	5321	2524	6142	3794	3023	2307	8628	5034	2943	3126	4845	5054	7219	3280	
KO:K18889	ATP-binding cassette, subfamily B, multidrug efflux pump	3344	2377	1629	1427	2239	2540	2463	2730	1814	3528	779	1881	2586	2366	2626	1694	1655	2402	2773	2330	1672	2636	2943	1743	3899	1817	1784	1315	3668	2854	920	1551	1682	1703	3010	2155	
KO:K18890	ATP-binding cassette, subfamily B, multidrug efflux pump	5361	3111	1971	1622	2644	3036	3395	3635	2013	4793	1055	2369	3777	2754	3032	2257	2123	2861	3716	3254	1995	5827	3717	2159	6589	2216	1999	1567	4757	3333	1379	2017	2327	2388	3796	2651	
KO:K18891	ATP-binding cassette, subfamily B, multidrug efflux pump	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	
KO:K18893	ATP-binding cassette, subfamily B, multidrug efflux pump	228	284	269	722	931	1433	783	575	728	413	209	456	410	991	1094	160	153	1155	197	474	761	16	535	504	71	796	777	691	804	1409	221	706	375	279	719	1081	
KO:K18896	glycine/sarcosine N-methyltransferase [EC:2.1.1.156]	1827	1199	486	245	229	295	1037	1044	223	1413	210	263	1094	204	286	497	321	224	1203	600	152	738	736	231	997	381	148	146	1517	373	359	243	597	789	1048	200	
KO:K18897	sarcosine/dimethylglycine N-methyltransferase [EC:2.1.1.157]	132	118	89	98	229	306	143	223	186	213	7	87	93	336	302	80	89	330	129	217	175	5	182	144	42	225	230	178	196	333	26	165	100	71	165	300	
KO:K18900	LysR family transcriptional regulator, regulator for bpeEF and oprC	32	76	19	176	240	394	245	219	267	68	30	60	62	201	205	16	39	233	53	96	121	0	48	103	7	151	211	141	252	499	44	72	80	94	177	168	
KO:K18901	membrane fusion protein, multidrug efflux system	48	10	18	103	151	209	55	90	122	66	48	160	76	130	212	48	60	195	63	86	100	7	75	89	37	169	180	100	78	208	6	79	53	35	92	193	
KO:K18902	multidrug efflux pump	45	0	0	12	76	156	0	3	36	31	34	5	30	136	136	36	0	128	14	49	42	48	55	50	26	136	64	39	12	57	0	37	0	6	0	132	
KO:K18903	outer membrane protein, multidrug efflux system	113	16	87	164	317	420	125	305	293	116	32	378	96	461	497	47	179	385	42	270	251	45	184	188	74	274	385	223	174	437	24	220	130	42	210	419	
KO:K18904	outer membrane protein, multidrug efflux system	1701	1034	1025	1287	1685	2567	1758	2011	2067	1857	493	1810	1411	1981	1984	796	1276	1932	1221	1690	1498	1415	1683	1223	1422	1596	1407	1254	2476	2681	607	1208	1282	1024	2075	1614	
KO:K18906	MarR family transcriptional regulator, multiple gene regulator MgrA	0	14	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	13	0	0	0	0	0	5	0	
KO:K18907	GntR family transcriptional regulator, regulator for abcA and norABC	0	9	7	14	0	0	0	5	0	16	0	0	34	0	6	7	0	0	7	6	0	0	0	0	0	0	0	0	34	0	0	0	0	0	41	0	
KO:K18908	multidrug efflux pump	5	0	0	0	0	0	0	4	0	26	0	0	15	0	0	0	8	0	9	12	0	0	24	0	7	0	0	0	10	0	0	0	0	0	8	0	
KO:K18909	MarR family transcriptional regulator, repressor for mepA	6	0	0	0	0	0	0	0	0	29	0	5	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	
KO:K18910	D-psicose/D-tagatose/L-ribulose 3-epimerase [EC:5.1.3.30 5.1.3.31]	5088	3053	1630	1236	1558	1793	3015	2999	1540	3856	747	1473	2909	1504	1887	1423	1461	1620	3024	2176	1124	2560	2533	1280	3731	1529	1282	1028	4293	2481	1150	1329	1692	1944	3021	1401	
KO:K18911	L-histidine Nalpha-methyltransferase [EC:2.1.1.44]	315	262	210	664	1172	1715	424	794	1003	526	193	550	324	1157	1418	275	271	1577	259	692	758	63	674	634	64	656	954	804	594	1401	121	589	377	233	646	1463	
KO:K18912	gamma-glutamyl hercynylcysteine S-oxide synthase [EC:1.14.99.50]	1937	948	672	1163	1793	2380	1194	1701	1712	1248	375	1261	863	1737	2005	528	458	1970	1148	1130	985	555	1068	888	685	1274	1462	1075	1739	2464	415	1094	771	531	1554	1806	
KO:K18913	hercynylcysteine S-oxide lyase [EC:4.4.1.36]	0	0	0	0	13	30	0	6	0	0	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	0	0	6	0	16	0	0	0	0	0	0	
KO:K18914	adrenodoxin-NADP+ reductase [EC:1.18.1.6]	0	0	0	0	0	0	0	0	0	56	22	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	
KO:K18915	ferric-chelate reductase [NAD(P)H] [EC:1.16.1.10]	460	338	236	97	75	37	320	327	114	590	83	203	332	110	59	236	229	9	402	273	93	304	282	95	348	173	84	54	560	203	141	153	239	269	385	41	
KO:K18916	phosphonate dehydrogenase [EC:1.20.1.1]	51	15	18	58	85	99	29	69	45	130	63	81	50	107	100	51	56	86	25	39	61	89	86	62	58	74	130	48	48	62	20	67	36	26	96	84	
KO:K18917	mycoredoxin [EC:1.20.4.3]	555	353	245	321	385	606	411	529	412	520	133	187	377	392	475	226	222	433	405	300	184	296	254	180	510	286	313	311	767	697	170	285	314	307	526	377	
KO:K18918	RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB	812	465	384	351	327	436	837	812	447	767	229	455	612	534	622	410	352	444	608	646	362	684	752	392	817	439	342	377	1419	813	298	482	532	731	921	497	
KO:K18923	antitoxin StbD	10	25	49	205	165	187	177	221	293	43	12	208	51	207	241	11	142	172	19	180	143	47	127	100	12	127	145	197	337	425	52	188	146	131	230	154	
KO:K18924	paired small multidrug resistance pump	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	9	0	0	0	0	0	15	0	0	0	0	0	0	
KO:K18926	MFS transporter, DHA2 family, lincomycin resistance protein	12	5	3	6	24	15	24	19	14	19	0	13	8	10	18	5	5	18	0	4	11	6	0	7	15	4	0	5	20	20	3	17	4	4	12	59	
KO:K18928	L-lactate dehydrogenase complex protein LldE	1974	1313	967	1516	2262	2952	1924	2499	2016	2020	534	1882	1629	2370	2550	817	1122	2376	1387	1688	1498	1407	1625	1088	1457	1926	1837	1517	2908	3047	646	1556	1396	1115	2630	2311	
KO:K18929	L-lactate dehydrogenase complex protein LldF	2595	1890	1713	2363	3414	4740	2829	3526	3695	3160	762	2877	2267	3240	3810	1306	1603	3728	2052	2660	2442	2236	2523	1807	2202	2995	3005	2487	3810	4997	875	2395	2133	1830	3580	3579	
KO:K18930	D-lactate dehydrogenase	606	527	847	1766	2242	3534	1359	1825	2867	549	248	941	831	1969	2380	223	480	2274	557	1398	1382	339	992	797	371	1522	1932	1700	1414	3439	385	1435	1035	583	1316	2348	
KO:K18931	AMP phosphorylase [EC:2.4.2.57]	2320	1290	937	654	516	365	1353	1763	760	1653	614	777	1801	590	611	1071	952	262	1519	1331	592	2133	1598	825	2476	872	566	461	1995	928	895	801	1206	1192	1493	484	
KO:K18933	tyrosine decarboxylase / aspartate 1-decarboxylase [EC:4.1.1.25 4.1.1.11]	2342	1216	931	594	591	483	1233	1721	608	1573	510	689	1514	656	600	987	831	401	1477	1147	554	1613	1345	771	1955	836	418	508	1797	932	672	773	1125	1129	1549	518	
KO:K18934	MFS transporter, DHA2 family, multidrug resistance protein	0	0	0	0	7	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	28	0	0	0	0	8	12	0	
KO:K18937	TetR/AcrR family transcriptional regulator, repressor for lfrA	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K18939	TetR/AcrR family transcriptional regulator, lmrAB and yxaGH operons repressor	20	19	36	145	175	286	64	122	175	55	16	83	26	263	329	38	24	338	43	93	70	0	88	37	9	178	250	150	145	261	6	123	88	62	182	185	
KO:K18940	two-component system, OmpR family, sensor histidine kinase ArlS [EC:2.7.13.3]	37	10	10	11	26	18	3	25	25	16	0	27	0	8	38	13	15	0	35	23	17	0	20	3	21	8	8	3	21	11	15	18	8	36	4	10	
KO:K18941	two-component system, OmpR family, response regulator ArlR	0	5	0	4	0	10	17	30	35	23	4	25	28	4	0	17	10	16	16	0	12	10	7	0	47	7	0	11	23	21	3	5	13	20	21	6	
KO:K18954	AraC family transcriptional regulator, transcriptional activator of pobA	444	256	53	217	492	547	237	263	306	332	86	296	174	486	697	174	123	461	252	273	293	48	204	227	168	245	431	325	268	521	58	388	132	91	310	678	
KO:K18955	WhiB family transcriptional regulator, redox-sensing transcriptional regulator	36	87	84	427	677	1401	149	205	590	197	66	159	91	692	750	57	98	928	83	236	280	100	202	175	12	423	561	481	138	1211	12	303	175	50	199	706	
KO:K18956	WhiB family transcriptional regulator, redox-sensing transcriptional regulator	0	0	0	11	12	12	0	9	10	0	0	0	0	11	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	
KO:K18957	WhiB family transcriptional regulator, redox-sensing transcriptional regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	
KO:K18958	WhiB family transcriptional regulator, redox-sensing transcriptional regulator	0	0	4	65	59	148	7	47	59	0	0	115	3	68	103	0	71	102	0	163	234	0	28	46	0	80	73	23	20	159	0	59	22	0	14	112	
KO:K18967	diguanylate cyclase [EC:2.7.7.65]	35	61	41	72	119	184	47	46	88	84	5	70	45	85	117	27	33	131	58	75	41	57	55	42	78	70	89	71	82	108	37	48	27	7	58	100	
KO:K18968	diguanylate cyclase [EC:2.7.7.65]	148	90	54	141	294	340	137	92	227	85	30	159	116	321	316	39	89	309	90	139	226	68	146	120	52	142	233	141	147	349	5	154	45	74	98	277	
KO:K18978	glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90]	38	3	9	63	54	50	61	89	80	39	0	14	71	20	48	26	61	46	6	140	57	134	89	13	105	53	96	20	121	72	44	56	46	44	138	54	
KO:K18979	epoxyqueuosine reductase [EC:1.17.99.6]	23211	15300	9165	6107	6997	7781	16508	15574	7255	21585	5211	7331	16868	7241	8222	9547	7887	6632	16304	11662	5670	16913	14979	6891	21441	8476	5924	4687	21140	10439	6269	7237	9715	10984	15889	7139	
KO:K18981	uronate dehydrogenase [EC:1.1.1.203]	218	72	68	311	648	656	99	276	285	274	61	232	171	638	769	130	121	784	113	359	565	61	417	328	93	376	522	306	179	563	29	406	113	60	337	762	
KO:K18982	D-galactarolactone isomerase [EC:5.4.1.4]	415	230	88	117	317	329	139	152	109	297	80	190	232	328	403	100	116	393	340	234	194	241	323	196	265	133	215	156	101	225	48	166	97	111	157	437	
KO:K18983	D-galactarolactone cycloisomerase [EC:5.5.1.27]	2006	1091	646	429	1134	1635	1099	995	630	1689	334	659	1256	1076	1276	639	488	1342	1107	837	546	1473	1219	687	1581	715	728	603	1275	1266	268	580	524	632	1159	1487	
KO:K18988	serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase [EC:3.4.16.4 3.4.21.-]	980	773	376	243	374	485	588	591	303	782	213	297	632	345	515	443	260	438	621	412	393	274	561	261	427	335	308	198	799	566	279	254	415	419	590	469	
KO:K18989	multidrug efflux pump	1340	552	614	446	828	1117	905	1076	640	1276	259	881	883	933	1224	407	506	809	978	1076	801	495	772	605	629	676	646	586	1308	1216	330	798	694	602	1239	895	
KO:K18990	membrane fusion protein, multidrug efflux system	25	21	44	70	139	180	52	46	40	13	13	111	14	115	148	4	18	181	9	81	89	8	62	62	0	89	105	114	71	134	9	88	21	37	87	192	
KO:K18991	AraC family transcriptional regulator, activator of mtrCDE	0	0	0	26	56	76	14	23	39	12	13	6	25	54	73	8	17	58	0	11	26	5	31	29	0	22	62	35	0	61	4	10	5	2	8	104	
KO:K18992	TetR/AcrR family transcriptional regulator, cmeABC operon repressor	14	14	8	0	0	0	0	0	0	14	0	0	12	0	6	8	5	0	20	5	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K18993	ubiquitin-associated and SH3 domain-containing protein [EC:3.1.3.48]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	
KO:K18996	replication initiation protein RepC	0	0	0	8	5	19	8	22	6	0	0	0	0	12	27	0	0	34	0	0	0	0	0	0	0	4	0	0	6	24	0	0	0	0	0	25	
KO:K18997	chaperone modulatory protein CbpM	232	200	170	628	748	1261	441	571	804	449	157	248	336	912	1085	232	210	1094	237	485	506	47	485	517	41	541	753	634	633	1184	80	507	315	184	477	884	
KO:K18999	RNA polymerase II C-terminal domain phosphatase-like 3/4 [EC:3.1.3.16]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	
KO:K19000	Rho-binding antiterminator	0	0	27	123	155	181	82	66	190	19	13	85	0	175	235	13	33	133	5	77	100	10	60	58	6	148	162	164	56	273	6	83	87	10	45	147	
KO:K19001	ATP-dependent DNA helicase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	
KO:K19002	1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]	3258	1780	922	903	1215	1446	1757	2031	1078	2118	392	1189	1665	1146	1479	766	852	1153	1873	1442	714	2306	1290	681	2832	1025	961	875	2816	1722	647	976	1286	1251	2145	1329	
KO:K19003	1,2-diacylglycerol 3-beta-glucosyltransferase [EC:2.4.1.336]	426	220	69	60	130	123	154	169	127	204	63	68	164	143	170	79	72	120	285	137	80	160	192	121	297	97	109	85	297	160	80	68	89	77	136	131	
KO:K19005	lipoteichoic acid synthase [EC:2.7.8.20]	299	164	93	25	46	83	138	203	30	338	57	78	151	39	81	82	87	87	243	111	33	255	169	22	302	44	35	52	311	86	58	51	93	99	140	96	
KO:K19013	stabilin-2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K19029	6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 2 [EC:2.7.1.105 3.1.3.46]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	
KO:K19030	6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 4 [EC:2.7.1.105 3.1.3.46]	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K19031	cell migration-inducing and hyaluronan-binding protein [EC:3.2.1.35]	13	6	15	118	177	91	5	52	87	21	9	54	9	219	395	12	19	245	8	170	289	0	214	233	6	143	185	195	48	165	4	148	29	3	74	223	
KO:K19032	30S ribosomal protein 3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K19033	30S ribosomal protein S31	150	110	54	104	209	282	103	154	79	158	50	77	100	183	295	76	74	235	157	137	183	42	193	184	92	78	166	136	99	179	24	127	69	77	118	201	
KO:K19036	ATP-dependent RNA/DNA helicase IGHMBP2 [EC:3.6.4.12 3.6.4.13]	67	87	23	152	219	337	176	229	244	64	0	115	30	189	182	0	19	250	45	133	182	25	81	60	33	148	145	112	173	235	38	110	98	55	148	232	
KO:K19044	E3 ubiquitin-protein ligase XBAT32/33 [EC:2.3.2.27]	0	0	0	0	0	0	0	0	0	0	0	9	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K19046	CRISPR system Cascade subunit CasB	102	18	0	35	45	50	45	75	38	101	9	90	75	47	65	10	28	31	47	59	11	80	29	24	95	20	53	24	124	94	15	54	47	32	129	43	
KO:K19048	toxic protein SymE	0	0	0	0	0	0	0	0	0	49	27	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
KO:K19049	chondroitin AC lyase [EC:4.2.2.5]	127	103	29	20	25	7	110	79	28	81	42	17	79	14	35	36	43	3	105	55	14	12	43	33	27	28	12	9	101	43	12	21	32	71	55	25	
KO:K19051	heparin/heparan-sulfate lyase [EC:4.2.2.7 4.2.2.8]	5	0	0	0	0	0	5	5	0	4	0	3	0	0	0	0	9	0	0	0	0	16	0	0	0	0	0	0	0	0	0	4	0	0	0	0	
KO:K19052	heparan-sulfate lyase [EC:4.2.2.8]	39	30	0	13	12	16	39	34	25	47	22	30	72	18	64	27	35	30	35	49	13	8	44	20	6	27	9	0	58	26	16	27	20	33	49	18	
KO:K19054	frataxin [EC:1.16.3.1]	15	18	13	0	8	0	11	0	0	77	47	0	30	7	0	69	5	0	0	0	0	0	20	8	9	6	0	0	7	15	0	0	0	8	0	18	
KO:K19055	Ala-tRNA(Pro) deacylase [EC:3.1.1.-]	2576	1509	846	1233	1844	2500	1916	1966	1439	2298	583	1283	1751	2199	2685	932	900	2309	1824	1740	1587	1683	2079	1250	2359	1570	1813	1415	2583	2567	689	1546	1166	1140	1965	2461	
KO:K19058	mercuric ion transport protein	0	0	0	19	18	23	0	0	10	8	0	9	6	21	35	0	0	19	0	5	7	5	12	12	0	8	44	10	0	13	0	3	0	0	5	10	
KO:K19059	mercuric ion transport protein	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K19062	rifampin ADP-ribosylating transferase	0	0	6	19	41	70	0	0	14	0	0	0	0	39	60	0	13	56	0	11	16	0	12	14	0	45	48	7	0	39	0	0	15	0	12	33	
KO:K19064	lysine 6-dehydrogenase [EC:1.4.1.18]	6205	4371	2646	1609	1954	2020	4089	3707	1767	4798	1125	1739	3879	1511	1709	2267	1785	1589	4058	2929	1326	5285	3417	1700	6025	2048	1594	1173	5064	2533	1621	1721	2552	2848	3760	1596	
KO:K19065	3-hydroxybenzoate 4-monooxygenase [EC:1.14.13.23]	0	0	0	0	0	12	0	0	0	0	0	15	0	14	0	0	0	8	0	0	10	0	0	11	0	0	9	27	0	20	0	0	0	0	0	11	
KO:K19066	cyclohex-1-ene-1-carbonyl-CoA dehydrogenase [EC:1.3.8.10]	7	25	0	0	0	6	15	5	0	43	10	0	7	0	0	0	4	7	7	0	12	0	15	0	0	0	10	0	13	8	0	0	13	0	0	0	
KO:K19067	cyclohexane-1-carbonyl-CoA dehydrogenase [EC:1.3.8.11]	194	193	156	95	62	50	194	231	81	283	96	191	250	168	114	185	174	53	163	192	78	355	322	179	407	145	54	35	349	107	145	114	206	200	240	52	
KO:K19068	UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase [EC:1.1.1.367]	385	248	70	94	106	259	263	297	181	314	37	190	183	173	213	52	49	99	253	171	69	95	132	63	132	52	100	110	387	342	68	94	89	131	296	158	
KO:K19069	cellobiose dehydrogenase (acceptor) [EC:1.1.99.18]	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	
KO:K19070	oxalate oxidoreductase subunit alpha [EC:1.2.7.10]	267	128	161	122	105	72	259	184	78	299	219	225	382	66	139	183	114	104	248	289	94	400	232	225	514	165	56	79	241	142	173	108	153	251	263	102	
KO:K19071	oxalate oxidoreductase subunit beta [EC:1.2.7.10]	120	42	0	23	7	0	113	0	44	95	37	0	19	0	23	10	24	0	9	35	48	106	83	67	68	36	8	8	71	45	7	28	38	56	64	19	
KO:K19072	oxalate oxidoreductase subunit delta [EC:1.2.7.10]	0	14	0	0	0	0	0	0	0	0	0	0	0	0	11	0	17	13	10	0	0	9	0	0	0	0	0	0	0	0	0	0	0	16	0	6	
KO:K19073	divinyl chlorophyllide a 8-vinyl-reductase [EC:1.3.1.75]	7	5	0	24	34	59	12	14	23	7	0	13	10	31	28	0	0	20	10	28	12	0	15	11	0	24	11	35	16	105	5	0	0	0	17	11	
KO:K19075	CRISPR-associated protein Cst2	107	4	9	0	0	5	0	35	6	121	5	20	21	13	18	20	0	8	13	0	6	83	62	65	107	8	0	7	41	0	0	6	0	9	6	12	
KO:K19076	CRISPR-associated protein Cmr2	39	19	36	14	16	27	132	115	47	79	9	10	42	61	14	35	45	8	45	32	0	95	127	86	53	24	16	0	130	46	31	14	21	82	91	43	
KO:K19082	two-component system, OmpR family, response regulator protein BraR/BceR	0	0	0	0	0	8	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K19085	CRISPR-associated protein Csa1	51	13	22	0	0	0	18	33	0	47	19	0	20	0	7	33	25	0	18	32	0	173	46	38	162	0	5	0	13	6	0	0	0	9	35	7	
KO:K19088	CRISPR-associated protein Cst1	10	3	0	4	0	0	3	9	0	17	0	12	9	0	0	4	0	0	3	3	0	0	17	33	6	0	0	0	45	10	0	0	0	4	8	0	
KO:K19090	CRISPR-associated protein Cas5t	30	11	14	0	0	4	10	15	6	95	4	13	24	9	11	14	8	16	0	0	0	49	56	37	32	10	0	0	23	15	3	0	0	0	17	0	
KO:K19091	CRISPR-associated endoribonuclease Cas6 [EC:3.1.-.-]	205	132	115	53	53	36	131	184	32	299	21	53	136	42	72	98	79	36	157	80	49	250	224	153	161	63	50	33	319	101	29	52	66	88	241	47	
KO:K19092	toxin ParE1/3/4	3127	1902	1688	1583	2058	2755	3389	4102	2477	3650	910	2544	2599	3146	3501	1802	1792	2772	2428	2905	1933	3926	3181	2228	3453	2231	1990	1631	5559	3923	1063	2012	2007	2269	4150	2668	
KO:K19093	toxin ParE2	19	11	13	24	0	20	14	0	26	48	8	9	29	22	44	24	14	0	26	18	0	79	65	20	92	3	16	4	65	20	0	0	9	13	17	0	
KO:K19102	nocardicin nonribosomal peptide synthetase NocA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	
KO:K19104	isonocardicin synthase [EC:2.5.1.38]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K19106	nocardicin N-oxygenase [EC:1.14.13.-]	0	0	0	6	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K19113	acetyltransferase [EC:2.3.1.-]	14	57	17	85	134	121	67	64	97	40	23	42	14	123	148	21	11	147	6	68	73	0	25	41	24	90	89	45	63	114	18	57	49	24	98	114	
KO:K19114	CRISPR-associated protein Csh1	49	3	37	17	39	8	61	86	45	31	0	7	0	15	40	10	22	4	6	40	27	38	86	108	47	7	31	16	110	70	11	42	30	32	111	54	
KO:K19115	CRISPR-associated protein Csh2	43	25	36	36	26	6	59	59	13	33	0	22	10	22	39	10	8	0	12	9	32	47	54	83	38	20	16	22	73	33	6	31	21	20	90	25	
KO:K19116	CRISPR-associated protein Cas5h	70	5	19	25	16	0	56	76	15	44	0	47	20	36	22	18	11	0	31	25	38	48	72	89	46	15	10	33	99	38	0	31	25	86	84	16	
KO:K19117	CRISPR-associated protein Csd1	411	136	61	81	92	113	159	248	126	338	67	123	196	164	143	131	152	73	280	151	72	515	191	115	554	108	55	63	410	262	50	94	98	209	364	106	
KO:K19118	CRISPR-associated protein Csd2	387	164	50	91	77	84	178	202	105	380	48	187	117	157	159	132	117	85	323	123	59	503	184	94	580	75	67	62	404	199	15	62	79	156	299	80	
KO:K19119	CRISPR-associated protein Cas5d	255	118	58	75	28	61	165	155	100	368	46	135	191	92	114	113	117	56	243	102	29	389	236	103	456	91	63	53	279	186	18	37	103	128	234	51	
KO:K19120	CRISPR-associated protein Csc1	47	14	30	44	19	26	39	33	17	44	0	12	8	23	14	22	29	11	14	27	23	51	38	63	0	18	16	19	50	28	9	27	14	25	41	27	
KO:K19121	CRISPR-associated protein Csc2	46	6	17	28	26	17	15	63	29	31	7	12	16	36	14	19	22	18	14	30	27	82	91	64	5	13	17	23	81	33	9	12	22	31	93	25	
KO:K19122	CRISPR-associated protein Csc3	46	28	36	0	16	9	26	54	10	32	0	4	14	10	12	0	7	14	37	11	0	32	17	8	0	0	0	4	99	21	0	7	13	25	31	7	
KO:K19123	CRISPR system Cascade subunit CasA	147	19	15	62	42	92	74	169	61	193	13	131	77	96	112	25	81	96	131	59	73	135	65	27	179	52	72	63	188	168	26	70	68	70	157	60	
KO:K19124	CRISPR system Cascade subunit CasC	198	41	21	66	68	68	96	151	101	164	9	144	82	69	126	44	54	67	115	72	41	203	69	60	245	86	81	45	281	159	19	50	67	80	199	100	
KO:K19125	CRISPR system Cascade subunit CasD	195	22	27	56	64	53	86	184	92	123	16	105	77	62	96	51	48	70	95	42	54	174	26	40	180	50	70	54	251	138	26	78	47	60	202	82	
KO:K19126	CRISPR system Cascade subunit CasE	187	40	23	39	54	43	77	129	63	153	34	98	61	39	114	46	19	68	80	22	31	198	55	22	158	57	82	37	182	130	16	40	44	60	159	83	
KO:K19127	CRISPR-associated protein Csy1	0	0	0	31	44	97	9	11	45	0	0	0	0	31	43	0	0	45	0	16	3	0	17	3	0	15	15	22	24	82	0	21	6	0	11	59	
KO:K19128	CRISPR-associated protein Csy2	0	0	0	0	0	4	0	0	9	0	0	0	0	9	3	0	0	6	0	4	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	
KO:K19129	CRISPR-associated protein Csy3	0	0	0	0	5	0	0	0	22	0	0	0	0	27	12	0	0	12	0	0	0	0	0	0	0	0	0	0	5	66	0	0	0	0	0	0	
